label,left_id,left_name,left_brand,left_descrtiption,left_price,right_id,right_name,right_brand,right_descrtiption,right_price
0,macmall_120,HP Inc.�ZBook 15 G5 8th Gen Intel Core i7-8750H 6-Core 2.20GHz Notebook PC - 16GB RAM 512GB PCIe NVMe SSD 15.6in FHD (1920x1080) eDP LED-backlit Touchscreen Display Intel UHD Graphics 630 GbE WiFi Bluetooth Webcam Windows 10 Pro 64 - Smart Buy�(4RB08UTABA),HP,"8th Gen Intel Core i7-8750H 6-Core 2.20GHz, 16GB DDR4-2666 SDRAM, 512GB PCIe NVMe SSD, 15.6in FHD (1920x1080) eDP LED-backlit Touchscreen Display, Intel UHD Graphics 630, Intel I219-LM GbE, 802.11ac, Bluetooth, 720p HD Webcam w/IR, Windows 10 Pro 64",2129.99,pcmg_10,Lenovo�ThinkPad T480 20L5 8th Gen Intel Core i7-8550U Quad-Core 1.80GHz Notebook PC - 8GB RAM 256GB SSD M.2 PCIe NVMe Opal2 14in FHD (1920x1080) IPS Display Intel UHD Graphics 620 Intel 8265ac 2x2 + BT4.1 720p Camera Windows 10 Pro 64 - TopSeller�(20L5000UUS),Lenovo,"8th Gen Intel Core i7-8550U Quad-Core 1.80GHz, 8GB RAM, 256GB SSD M.2 PCIe NVMe Opal2, 14in FHD (1920x1080) IPS Display, Integrated Intel UHD Graphics 620, Intel 8265ac, 2x2 + BT4.1, 720p Camera, Backlit Keyboard, Windows 10 Pro 64, 3-Year Depot Warranty",1399.99
0,antonline_197,HP ProBook x360 440 G1 14in Touchscreen LCD 2 in 1 Notebook,HP,0,784.26,antonline_345,HP EliteBook 840 G4 14in Touchscreen LCD Notebook,HP,0,1497.79
0,truecurate_452,Lenovo 81AC003EUS 720S-15IKB 15.6&ampquot Laptop Intel Core i7 4GB Memory NVIDIA GeForce GTX 1050 Ti Max-Q 256GB Solid State Drive Iron Gray ,Lenovo,0,0,bestbuy_128,Acer - TravelMate 15.6in Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Black,Acer,Windows 7 ProfessionalTechnical details: 6th Gen Intel� Core� i7-6500U processor; 15.6in display; 8GB memory; 256GB solid state driveSpecial features: fingerprint reader; backlit keyboardNote: DVD/CD drive not included,942.99
0,pcmg_411,Lenovo�ThinkPad T580 20L9 8th Gen Intel Core i5-8350U Quad-Core 1.7GHz Notebook PC - 8GB RAM 256GB SSD TCG Opal Encryption 2 NVMe 15.6in IPS touchscreen 1920 x 1080 (Full HD) UHD Graphics 620 Wi-Fi Bluetooth Microsoft Windows 10 Pro 64-bit - Black�(20L9001FUS),Lenovo,"8th Gen Intel Core i5-8350U Quad-Core 1.7GHz, 8GB RAM, 256GB SSD TCG Opal Encryption 2 NVMe, 15.6in IPS touchscreen 1920 x 1080 (Full HD), UHD Graphics 620, Wi-Fi, Bluetooth, Microsoft Windows 10 Pro 64-bit - Black",1499.99,macmall_692,ASUS�PRO P5440UF XB74 8th Gen Intel Core i7-8550U 1.8GHz Notebook PC - 16GB RAM 512GB SSD 14in 1920 x 1080 (Full HD) NVIDIA GeForce MX130 2GB GDDR5 HD Web Camera 802.11AC Bluetooth 4.2 3-cell Li-ion Microsoft Windows 10 Pro 64-bit�(P5440UF-XB74),ASUS,"8th Gen Intel Core i7-8550U 1.8GHz, 16GB DDR4 RAM, 512GB PCIE G3X4 SSD + TPM, 14in 1920 x 1080 (Full HD), NVIDIA GeForce MX130 2GB GDDR5, HD Web Camera, 802.11AC, Bluetooth 4.2, 3-cell Li-ion, Microsoft Windows 10 Pro 64-bit",1339.99
1,bestbuy_322,ASUS - Strix GL504GS 15.6in Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB HDD + 256GB SSD - Black,ASUS,Windows 10 HomeNVIDIA GeForce GTX 1070 8GB dedicated graphicsTechnical details: 8th Gen Intel� Core� i7-8750H processor; 15.6in display; 16GB memory; 256GB solid state drive; 1TB Hybrid DriveSpecial features: Bluetooth; HDMI outputNote: DVD/CD drive not included,1999.99,cukusa_3,Asus ROG Strix SCAR II GTX 1070 Gaming Laptop [GL504GS-DS74],ASUS,0,1999
0,sdicraft_154,HP 17.3in ProBook 470 G5 Notebook,0,"Designed for professionals in corporate or SMB environments who want a combination of innovation, security, and multimedia capabilities, the 17.3.6in ProBook 470 G5 Notebook from HP is a full-featured, thin, and light system that lets users remain productive whether in the office or on-the-go. It is powered by a 1.6 GHz Intel Core i5-8250U Quad-Core processor and 8GB of 2400 MHz DDR4 RAM, allowing you to run multiple programs simultaneously and quickly access frequently used files and programs. When running more demanding programs or tasks, the processor can be boosted to achieve a speed of 3.4 GHz using Intel's Turbo Boost 2.0 technology, and the memory can also be upgraded to a maximum of 32GB.; The 17.3in anti-glare display features an HD+ 1600 x 900 screen resolution, a 16:9 aspect ratio, and LED-backlighting. The dedicated NVIDIA GeForce 930MX graphics card has 2GB of dedicated DDR3 memory and delivers a sharp, clear picture. You'll also be able to output video to an external display using the built-in HDMI 1.4b and VGA ports, as well as DisplayPort via USB Type-C.; For storage of your files, this system is equipped with a 500GB 7200 rpm SATA 2.5in hard drive, and there is also an empty M.2 slot for additional internal storage. If you want to add external storage, optical drives, memory card readers, printers, and more, the ProBook 470 G5 offers one USB 3.0 Type-C port, which supports Power Delivery, two USB 3.0 Type-A ports, and one powered USB 2.0 Type-A port. Gigabit Ethernet and 802.11ac 2x2 Wi-Fi are built-in for wired and wireless networking, and Bluetooth 4.2 technology will also allow you to connect additional compatible peripherals wirelessly. There is also an SD/SDHC/SDXC card reader, a 720p webcam, dual-array microphones, and stereo speakers.; HP's ProBook 470 G5 includes a 65W Smart AC adapter and a 3-cell / 48Wh long life lithium-ion battery that lasts for up to 14.25 hours before recharging is required. The installed operating system is Windows 10 Pro (64-bit).",469.69,antonline_323,HP ProBook 450 G5 15.6in LCD Notebook,HP,0,840.43
1,buydig_197,Dell 14in i7 8850H 16GB 256GB,Dell,0,1926.16,massgenie_450,Dell commercial d2dyw 14 i7 8850h 16gb 256gb,0,"$1955.05, NULL",1955.05
0,antonline_395,HP EliteBook x360 1030 G2 13.3in Touchscreen LCD 2 in 1 Notebook,HP,0,1617.99,antonline_873,Lenovo IdeaPad Flex 5-1570 81CA000UUS 15.6in Touchscreen LCD 2 in 1 Notebook,Lenovo,0,912.99
0,bestbuy_351,ASUS - VivoBook S15 15.6in Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Starry Gray With Red Edges,ASUS,Windows 10 HomeTechnical details: 8th Gen Intel� Core� i5-8250U processor; 15.6in display; 8GB memory; 256GB solid state driveSpecial features: fingerprint reader; backlit keyboard; outdoor screenNote: DVD/CD drive not included,699.99,truecurate_399,Lenovo 20L5004HUS ThinkPad T480 14&ampquot Laptop Intel Core i5 8GB Memory 500GB Hard Drive Black ,Lenovo,0,0
0,truecurate_495,HP 15-CR0076NR Pavilion x360 2-in-1 15.6&ampquot Touch-Screen Laptop Intel Core i3 8GB Memory 1TB Hard Drive Finish In Pale Gold And Ash Silver ,HP,0,0,truecurate_59,HP 2ST02UT ProBook 15.6&ampquot Laptop Intel Core i5 4GB Memory 500GB Hard Drive Silver ,HP,0,0
1,antonline_706,Lenovo IdeaPad 330 Touch-15ARR 81D30001US 15.6in Touchscreen LCD Notebook,Lenovo,0,625.48,truecurate_358,Lenovo 81D30001US 330-15ARR Touch 15.6&ampquot Touch-Screen Laptop AMD Ryzen 5 8GB Memory 1TB Hard Drive Platinum Gray ,Lenovo,0,0
0,antonline_571,Asus VivoBook Flip 14 TP412UA-DB51T 14in Touchscreen LCD Notebook,Asus,0,788.3,antonline_912,Lenovo ThinkPad E580 20KS003LUS 15.6in LCD Notebook,Lenovo,0,883.7
0,bestbuy_692,HP - ProBook 15.6in Laptop - Intel Core i5 - 4GB Memory - 500GB Hard Drive - Silver,HP,windows 10 pro 8th gen intel� core� i5-8250u processor; 15.6in display; 4gb memory; 500gb hard drive special features: fingerprint reader; bluetooth; spill-resistant keyboard; hdmi output note: dvd/cd drive not included ,645.99,savingslots_504,Lenovo 81F5000EUS Ip 330s 15.6 i5 8gb 256gb,Lenovo,"cycle 2 2018 ideapad 330s-15, 15.6inch ips fhd (1920x1080), non-touch, i5-8250u, 8gb ddr4, 256gb ssd, no hdd, no odd, integrated graphics, windows 10 home, 802.11ac, 1x usb type c, 1xusb 3.0, 1x usb 2.0, 720p h",821
0,truecurate_69,Lenovo 81AC002KUS 720S-15IKB 15.6&ampquot Laptop Intel Core i7 8GB Memory NVIDIA GeForce GTX 1050 Ti Max-Q 512GB Solid State Drive Iron Gray ,Lenovo,0,0,bestbuy_139,Alienware - 17.3in Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1060 OC Edition - 1TB HDD + 256GB Solid State Drive - Epic Silver,Alienware,Windows 10 HomeNVIDIA GeForce GTX 1060 OC Edition 6GB dedicated graphicsTechnical details: 8th Gen Intel� Core� i7-8750H processor; 17.3in display; 8GB memory; 256GB solid state drive; 1TB hard driveSpecial features: Bluetooth; HDMI outputNote: DVD/CD drive not included,1585.99
0,bestbuy_822,Lenovo - ThinkPad X1 Carbon 14in Laptop - Intel Core i7 - 16GB Memory - 1TB Solid State Drive - Black,Lenovo,windows 10 pro 8th gen intel� core� i7-8650u processor; 14in display; 16gb memory; 1tb solid state drive special features: fingerprint reader; backlit keyboard note: dvd/cd drive not included ,2499.99,massgenie_591,Asus GL503VDDB74 15.6 in. ROG Strix Laptop - Intel Core i7 16GB Memory NVIDIA GeForce GTX 1050 & 1TB Hard Drive Plus 256GB SSD - ROG Metallic Black,0,"$1599.70, Face any combat challenge with this 15&#46;6&#45;inch Asus ROG Strix gaming laptop&#46; Its 1TB hard drive and 256GB solid&#45;state drive provide optimal storage performance&#44; and it runs programs seamlessly via its 16GB of DDR4 RAM and Intel Core i7 processor&#46; The NVIDIA GeForce GTX 1050 graphics board in this Asus ROG Strix gaming laptop renders action scenes smoothly&#46; FeaturesWindows 10 operating system15&#46;6&quot; Full HD display7th Gen Intel Core i7&#45;7700HQ mobile processor16GB system memory for intense multitasking and gaming1TB hard drive and 256GB SSD &#40;SSD&#41; for a blend of storage space and speedNVIDIA GeForce GTX 1050 graphicsBluetooth 4&#46;1 interface syncs with compatible devicesHDMI output expands your viewing optionsBuilt&#45;in media reader for simple photo transferNext&#45;generation wireless connectivitySpecificationsColor&#58; Metallic BlackHard Drive Capacity&#58; 1000 gigabytesHard Drive Type&#58; SATA &#43; SSDOperating System&#58; Windows 10Processor Speed &#40;Base&#41;&#58; 2&#46;8 gigahertzProcessor Model&#58; Intel 7th Generation Core i7System Memory &#40;RAM&#41;&#58; 16 gigabytesGraphics&#58; NVIDIA GeForce GTX 1050Screen Size&#58; 15&#46;6 inchesTouch Screen&#58; NoProcessor Model Number&#58; i7&#45;7700HQStorage Type&#58; HDD&#44; SSDSSD Capacity&#58; 256 gigabytes",1599.7
1,howardcomputer_2221,Lenovo 320S-15IKB 80X5,Lenovo,0,671.99,savingslots_567,Lenovo 80X50002US 320s 15ikb 15.6 i7 8gb 1tb,Lenovo,"320s-15ikb 15.6inch ips fhd (1920x1080), non-touch, i7-7500u, 8gb ddr4, no ssd, 1tb hdd, windows 10 home, geforce 940mx 2gb, mineral greyweight: 6.75 (lbs)",703
1,antonline_845,ASUS ROG Strix Scar Edition GL703GS-DS74 17.3in Gaming Laptop,Asus,0,1899,microcenter_117,ASUS ROG Strix Scar Edition GL703GS-DS74 17.3in Gaming Laptop Computer - Black Intel Core i7-8750H Processor 2.2GHz  NVIDIA GeForce GTX 1070 8GB GDDR5  16GB DDR4-2666 RAM  256GB SSD+1TB 5400RPM SSHD FireCuda,ASUS,"Intel Core i7-8750H Processor 2.2GHz NVIDIA GeForce GTX 1070 8GB GDDR5 16GB DDR4-2666 RAM 256GB SSD+1TB 5,400RPM SSHD FireCuda Microsoft Windows 10 Home SD Card Reader 10/100/1000 Network 2x2 802.11ac Wireless+Bluetooth 4.1 17.3in Full HD IPS 144Hz 3ms (GtG) G-SYNC Display
 The new ROG Strix Scar Edition is built for the next generation of gamers ,thanks to an 8th-Gen Intel Core i7 processor, GTX 1070 graphics, and a high refresh rate (144Hz, 3ms) G-Sync gaming display. The 8th-Generation Scar Edition brings several refinements, including an AURA SYNC RGB keyboard and 12V fans with Anti-Dust Cooling for improved thermal performance.",1799.99
1,abt_27,Samsung Chromebook Pro Laptop Computer,Samsung,Intel Core M3 Processor 6Y30/ 2.2Ghz Speed/ LCD Size 12.3in/ Built-In Pen/ Thin And Lightweight/ Storage Capacity 32GB/ ENERGY STAR Certified/ Battery Life 9 Hours/ Spill Resistant/ Bluetooth 4.1/ Intel HD Graphics 515/ 2.2Ghz Speed/ Chrome OS/ Black Finish,599,antonline_947,Samsung Chromebook Pro XE510C24-K01US 12.3in Touchscreen LCD 2 in 1 Chromebook,Samsung,0,647.38
0,walmart_458,MSI GT83 Gaming Laptop 17.3in Intel Core i7-8850H NVIDIA GeForce GTX 1080 SLI 8GB 512GB SSD + 1TB HDD Storage 32GB RAM TITAN-014,MSI,MSI GT83 TITAN SLI 18.4&quot; Desktop Performance Gaming Laptop Intel Core i7-8850H GTX1080 SLI 32GB DDR4 512GB NVMe SSD RAID +1TB Mechanical Keyboard TB3 BD Burner Win10 VR Ready,5299,walmart_54,ASUS ROG Strix Gaming Laptop 15.6in Intel Core i5-8300H NVIDIA GeForce GTX 1050 Ti 4GB 128GB SSD + 1TB SSHD Storage 8GB RAM GL503GE-ES52,ASUS,"ROG Strix Hero Edition is built from the ground up for fearless Multiplayer Online Battle Arena heroes. Optimized for esports gaming, this gaming laptop is designed to deliver a competitive edge in MOBA games like League of Legends and Dota 2, as well as RTS and RPG titles. Youll lead the way with the latest 8th Generation Intel Core i7 processors, awesome NVIDIA GeForce GTX 10-Series graphics, and Windows 10 Pro. Strix Hero Edition packs a 120Hz display for super smooth visuals, and includes wide-view technology and a color gamut thats almost equal to 130% sRGB. It also boasts an Aura Sync-enabled desktop-style keyboard thats made for victory, with N-key rollover and a 20 million key press lifespan for ultimate reliability. Born for the battlefield, Strix Hero Edition raises your game so youll score more wins and rise through the ranks!",1039.99
0,bestbuy_322,ASUS - Strix GL504GS 15.6in Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB HDD + 256GB SSD - Black,ASUS,Windows 10 HomeNVIDIA GeForce GTX 1070 8GB dedicated graphicsTechnical details: 8th Gen Intel� Core� i7-8750H processor; 15.6in display; 16GB memory; 256GB solid state drive; 1TB Hybrid DriveSpecial features: Bluetooth; HDMI outputNote: DVD/CD drive not included,1999.99,electronicsface_87,Alienware AW17R4-7345SLV-PUS 17in Laptop (7th Generation Intel Core i7 16GB RAM 1TB HDD Silver) VR Ready with NVIDIA GTX 1070,Alienware,"Intel Core i7-7700HQ (Quad-Core, 6MB Cache, up to 3.8GHz w/Turbo Boost) 16GB DDR4 at 2400MHz (2x8GB); 32GB Maximum 1TB 7200RPM SATA 6Gb/s; No Optical Drive NVIDIA GTX 1070 17.3 inch FHD (1920 x 1080) IPS Anti-Glare 300-nits Display The new Alienware 17 is designed for consumers looking for an elite gaming notebook that prioritizes screen size, high performance, and overall immersion above all else. This is our new flagship notebook - that is VR-capable and includes support for optional Tobii eye-tracking technology providing a new way to experience gaming and the way you interact with your PC. Performance-wise, the Alienware 17 can handle the highest end components including NVIDIA's 10-series GeForce GTX graphics and Intel's 7th generation Core i7 processors with options that can overclock up to 4.4 GHz.",1238.99
0,antonline_480,Lenovo IdeaPad 730S-13IWL 81JB0004US 13.3in LCD Notebook,Lenovo,0,1041.11,antonline_801,Lenovo ThinkPad E480 20KN008GUS 14in LCD Notebook,Lenovo,0,613.45
1,pcmg_531,HP Inc.�Smart Buy EliteBook 850 G4 Intel Core i5-7200U 2.5GHz Notebook PC - 8GB RAM 256GB SSD 15.6in LED-backlit HD SVA Anti-Glare Gigabit Ethernet 8265 AC 2x2 WiFi Bluetooth 4.2 Webcam 3-Cell 51Whr Li-Ion Polymer Long Life Battery�(1BS46UTABA),HP,"Intel Core i5-7200U 2.5GHz, 8GB 2133MHz DDR4, 256GB SSD, 15.6in LED-backlit HD SVA Anti-Glare, Intel HD Graphics 620, Webcam, 8265 AC 2x2 WiFi, Bluetooth 4.2, Microsoft Windows 10 Pro 64-bit",1099.99,savingslots_363,HP 1BS46UT 850ebg4 i57200u 8g 256gb 15.6,HP,"hp elitebook 850 g4, intel core i5-7200u (2.5 ghz, 3 mb cache), 8gb, 2133 1d,ssd 256 gb m2 tlc, pcie15.6 led hd sva ag, uma: hd 620, no optical, 802.11 a/b/g/n/ac 2x2 +bt 4.2, bt, sc+tpm720p hd webcam, win10",1120
0,antonline_158,HP Pavilion 15.6in IPS Laptop Intel Core i5 (8th Gen) Quad Core 8GB RAM 1TB HDD Ceramic White,HP,0,649.99,antonline_213,HP ProBook 450 G3 15.6in LCD Notebook Intel Core i5 8GB RAM 500 GB HDD Black,HP,0,887.37
0,antonline_379,HP EliteBook x360 1020 G2 12.5in Touchscreen LCD 2 in 1 Notebook,HP,0,1858.18,sdicraft_256,HP 13.3in EliteBook 830 G5 Notebook,0,"Designed for mobile professionals who need a rugged business notebook with enhanced system and graphics performance in a managed-IT environment, the 13.3in EliteBook 830 G5 Notebook from HP is secure, manageable, and offers powerful collaboration tools, allowing users to be productive whether they are at the office or on-the-go. This system is powered by a 1.6 GHz Intel Core i5-8250U Quad-Core processor which allows you to run multiple applications simultaneously. If you need more power, the system can be overclocked to 3.4 GHz using Intel Turbo Boost 2.0 technology. The 8GB of 2400 MHz DDR4 RAM, which comes in a 1 x 8GB configuration, helps to ensure smooth multitasking and also allows the computer to quickly access frequently used files and programs. If you need more RAM, this system accepts up to 32GB, using one 16GB module in each of the 260-pin SO-DIMM slots. The 13.3in UWVA Anti-Glare Sure View IPS display features a Full HD 1920 x 1080 native resolution that is equipped with LED-backlighting, a 16:9 aspect ratio, 300 cd/m2 brightness, a 600:1 typical contrast ratio (150:1 in privacy mode), a refresh rate of 120 Hz, and viewing angles of 85/85/85/85�. To help prevent side-angle viewing from onlookers, this display features Sure View privacy technology which can be turned on/off using fn+f2 and can be adjusted for well-lit or darker environments. Integrated Intel UHD Graphics 620 delivers a sharp, clear picture, and you'll be able to output video to an external display at resolutions up to 4K @ 24 Hz using the HDMI 1.4b output. For long-term storage of your files, a 256GB NVMe PCIe 3.0 x4 M.2 2280 SSD offers quick access to your data. If you want to add external storage drives or other peripherals, the EliteBook 830 G5 features one 40 Gb/s Thunderbolt 3 port and two 5 Gb/s USB 3.0 Type-A ports, one of which doubles as a charging port, and a docking connector. Gigabit Ethernet and 802.11ac Wi-Fi are also built-in for wired and wireless networking and Bluetooth 4.2 technology will allow you to connect additional compatible peripherals. Other integrated features include a 720p IR webcam, multi-array microphones, and stereo speakers with Bang & Olufsen HD audio. The EliteBook 830 G5 Notebook includes a 65W Smart AC adapter and an HP 3-cell / 50Wh lithium-ion polymer long-life battery that supports fast charging of up to 50% in 30 minutes. The installed operating system is Windows 10 Pro (64-bit) and also included is recovery media.",902.84
0,savingslots_504,Lenovo 81F5000EUS Ip 330s 15.6 i5 8gb 256gb,Lenovo,"cycle 2 2018 ideapad 330s-15, 15.6inch ips fhd (1920x1080), non-touch, i5-8250u, 8gb ddr4, 256gb ssd, no hdd, no odd, integrated graphics, windows 10 home, 802.11ac, 1x usb type c, 1xusb 3.0, 1x usb 2.0, 720p h",821,truecurate_59,HP 2ST02UT ProBook 15.6&ampquot Laptop Intel Core i5 4GB Memory 500GB Hard Drive Silver ,HP,0,0
0,antonline_413,HP EliteBook 850 G4,HP,0,1106.12,howardcomputer_829,HP ProBook 650 G4,HP,0,1233.99
0,truecurate_467,Dell BBY-GPY6MF0 Inspiron 15.6&ampquot 4K Ultra HD Laptop Intel Core i7 16GB Memory NVIDIA GeForce GTX 1060 1TB HDD + 512GB SSD Matte Black ,Dell,0,0,bestbuy_924,MSI - 17.3in Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 2TB Hard Drive + 256GB Solid State Drive - Aluminum Black,MSI,windows 10 pro nvidia geforce gtx 1070 8gb dedicated graphics 8th gen intel� core� i7-8750h processor; 17.3in display; 16gb memory; 256gb solid state drive; 2tb hard drive special features: bluetooth; hdmi output note: dvd/cd drive not included ,2299.99
0,bestbuy_464,Dell - Latitude 14in Laptop - Intel Core i5 - 4GB Memory - 500GB Hard Drive,Dell,windows 10 pro 8th gen intel� core� i5-8250u processor; 14in display; 4gb memory; 500gb hard drive special features: cable lock slot; bluetooth; hdmi output note: dvd/cd drive not included ,1008.99,truecurate_312,Acer A51751568Y Aspire 17.3&ampquot Laptop Intel Core i5 8GB Memory 1TB Hard Drive Obsidian Black ,Acer,0,0
0,pcmg_639,Acer�Aspire 5 A515-51G-5067 8th Gen Intel Core i5-8250U 1.6GHz Notebook PC - 8GB RAM 256GB SSD + 1TB HDD 15.6in IPS 1920 x 1080 (Full HD) NVIDIA GeForce MX150 Gigabit Ethernet 802.11ac wireless LAN Webcam 4-cell 3320mAh Li-ion�(NX.GTCAA.018),Acer,"8th Gen Intel Core i5-8250U 1.6GHz, 8GB RAM, 256GB SSD + 1TB HDD, 15.6in IPS 1920 x 1080 (Full HD), NVIDIA GeForce MX150, Gigabit Ethernet, 802.11ac wireless LAN, Webcam, 4-cell 3320mAh Li-ion, Microsoft Windows 10 Home 64-bit",671.99,macmall_40,Lenovo�ThinkPad E580 20KS 8th Gen Intel Core i7-8550U Quad-Core 1.8GHz Notebook PC - 8GB RAM 500GB HDD 15.6in IPS 1920 x 1080 (Full HD) UHD Graphics 620 Wi-Fi Bluetooth Microsoft Windows 10 Pro 64-bit - Black�(20KS003LUS),Lenovo,"8th Gen Intel Core i7-8550U Quad-Core 1.8GHz, 8GB RAM, 500GB HDD, 15.6in IPS 1920 x 1080 (Full HD), UHD Graphics 620, Wi-Fi, Bluetooth, Microsoft Windows 10 Pro 64-bit - Black",869.99
0,truecurate_34,Dell I55705395SLV Inspiron 15.6&ampquot Laptop Intel Core 8GB Memory 256GB Solid State Drive Silver ,Dell,0,0,truecurate_347,Lenovo 81EU000HUS 530S-14IKB 14&ampquot Laptop Intel Core i5 8GB Memory 128GB Solid State Drive Onyx Black ,Lenovo,0,0
0,antonline_343,HP EliteBook 850 G4 15.6in LCD Notebook,HP,0,1310.93,sdicraft_297,HP 14in EliteBook 1040 G4 Multi-Touch Notebook,0,"Built with a 180� hinge, the 14in EliteBook 1040 G4 Multi-Touch Notebook from HP is a slim and powerful business-class system that helps to accelerate day-to-day tasks and make them more user-friendly with powerful multitasking, on-the-go collaboration, and security features. It is powered by a 2.7 GHz Intel Core i7-7500U Dual-Core processor and 8GB of 2133 MHz DDR4 RAM, allowing you to run multiple programs simultaneously and quickly access frequently used files and programs. When running more demanding programs or tasks, the processor can be boosted to achieve a speed of 3.5 GHz. The memory is soldered to the motherboard and cannot be upgraded. The 14in UWVA IPS display features a Full HD 16:9 resolution of 1920 x 1080 and capacitive multi-touch functionality that is protected by Corning Gorilla Glass 4. If you're working with sensitive material or just dislike people looking over your shoulder, there is also an integrated Sure View privacy screen. The built-in multi-touch functionality allows you to utilize the touch features and functions in Windows 10 Pro to further improve accessibility and productivity. Visuals are handled by the integrated Intel HD Graphics 620 chipset, and you can output video to an external display using the HDMI 1.4 port. For storage of your files, this system comes with a 512GB NVMe PCIe M.2 SSD that uses a PCIe 3.0 x4 interface and Tri-Level Cell (TLC) NAND flash memory. If you want to add external storage, optical drives, mice, keyboards, printers, memory card readers, and more, the EliteBook 1040 G4 offers two USB 3.1 Type-C ports and two USB 3.0 Type-A ports, one of which doubles as a charging port. Built-in Bang & Olufsen stereo speakers, dual microphones, and a 720p webcam let you participate in video calls for work or with friends and family, while an IR webcam provides face recognition via Windows Hello. Connect to the Internet via 802.11ac Wi-Fi or Gigabit Ethernet LAN using an included USB Type-C to RJ45 cable for a more stable and reliable connection. Furthermore, to free up USB ports and reduce wire clutter, you can wirelessly connect additional peripherals and devices using Bluetooth 4.2. The EliteBook 1040 G4 Notebook operates using an included 90W USB Type-C AC adapter that runs using 115-230 VAC at 47-63 Hz and a 6-cell / 67Wh lithium-ion battery that will last for up to 18 hours before recharging is required. The installed operating system is Windows 10 Pro (64-bit).",1180.34
